Country,University,Program,Courses,Syllabus,Description of the program
France,Ecole Polytechnique   ,MSc Data Science ,Datacamp Amazon,Business approach to a typical Data Science project implemented on a large scale (Train maintenance prediction project for SNCF),"In today’s transforming and competitive world, companies strive to stay ahead of the market and make the best informed business decisions. Investing in the innovative technology has become a necessity.

Collecting and analyzing data in real-time help companies determine new market trends. By investing and implementing big data systems, they get new insights to build a more responsive and effective business, reach a higher level of performance and unlock new market opportunities while monitoring their risks.Exploiting this vast and real-time data requires:

- an advanced understanding of the fields where this data can be applied to, in order to leverage these data and turn them into a market.

- a strong business mindset and strategic expertise to uncover and develop the new opportunities offered in the Big Data field.

- IT skills to take thoughtful decisions on IT architecture and systems.



The MSc Data Science for Business will equip you with this combination of knowledge and specialized skills. Taught jointly by Ecole Polytechnique and HEC, this program will give you the unique opportunity to study in two of the world’s leading institutions in both the engineering and business fields.

The program combines a scientific and a business approach to contemporary Data Science issues and challenges. The first year is spent at Ecole Polytechnique, with a strong focus on scientific and mathematic topics. The second year is spent at HEC Business School, where students are provided with the knowledge and skills in the business field. During these two years, students benefit from world class faculty and work with leading data scientists in specialized research units and a competitive environment.

To enter this program, prospective students must have a Bachelor degree in Science, Engineering, Business or Economics. A strong background in Mathematics (check the full requirement list here) is mandatory as they will deal with data pool and will learn mathematical techniques for extraction and data visualization.

Students will have the opportunity to broaden their knowledge in the Data Science field and to gain valuable and various skills such as:

- in-depth understanding of databases and data analytics

- methods for processing vast amounts of information and data

- state-of-the-art computer and mathematical skills and techniques

- methodology to find practical applications of these data in the real industrial, business and research world.

The MSc Data Science for Business aims at equipping students with a dual competence, in both the scientific and business fields. This unique and double hatted skills set is tailored to the specific needs of the 21st century companies."
France,Ecole Polytechnique   ,MSc Data Science ,Datacamp Capgemini,"NLP, NLU and semi-supervized learning with label propagation to create a development strategy for Pierre&Vacances","In today’s transforming and competitive world, companies strive to stay ahead of the market and make the best informed business decisions. Investing in the innovative technology has become a necessity.

Collecting and analyzing data in real-time help companies determine new market trends. By investing and implementing big data systems, they get new insights to build a more responsive and effective business, reach a higher level of performance and unlock new market opportunities while monitoring their risks.Exploiting this vast and real-time data requires:

- an advanced understanding of the fields where this data can be applied to, in order to leverage these data and turn them into a market.

- a strong business mindset and strategic expertise to uncover and develop the new opportunities offered in the Big Data field.

- IT skills to take thoughtful decisions on IT architecture and systems.



The MSc Data Science for Business will equip you with this combination of knowledge and specialized skills. Taught jointly by Ecole Polytechnique and HEC, this program will give you the unique opportunity to study in two of the world’s leading institutions in both the engineering and business fields.

The program combines a scientific and a business approach to contemporary Data Science issues and challenges. The first year is spent at Ecole Polytechnique, with a strong focus on scientific and mathematic topics. The second year is spent at HEC Business School, where students are provided with the knowledge and skills in the business field. During these two years, students benefit from world class faculty and work with leading data scientists in specialized research units and a competitive environment.

To enter this program, prospective students must have a Bachelor degree in Science, Engineering, Business or Economics. A strong background in Mathematics (check the full requirement list here) is mandatory as they will deal with data pool and will learn mathematical techniques for extraction and data visualization.

Students will have the opportunity to broaden their knowledge in the Data Science field and to gain valuable and various skills such as:

- in-depth understanding of databases and data analytics

- methods for processing vast amounts of information and data

- state-of-the-art computer and mathematical skills and techniques

- methodology to find practical applications of these data in the real industrial, business and research world.

The MSc Data Science for Business aims at equipping students with a dual competence, in both the scientific and business fields. This unique and double hatted skills set is tailored to the specific needs of the 21st century companies."
France,Ecole Polytechnique   ,MSc Data Science ,Humanities Courses I,General culture program.,"In today’s transforming and competitive world, companies strive to stay ahead of the market and make the best informed business decisions. Investing in the innovative technology has become a necessity.

Collecting and analyzing data in real-time help companies determine new market trends. By investing and implementing big data systems, they get new insights to build a more responsive and effective business, reach a higher level of performance and unlock new market opportunities while monitoring their risks.Exploiting this vast and real-time data requires:

- an advanced understanding of the fields where this data can be applied to, in order to leverage these data and turn them into a market.

- a strong business mindset and strategic expertise to uncover and develop the new opportunities offered in the Big Data field.

- IT skills to take thoughtful decisions on IT architecture and systems.



The MSc Data Science for Business will equip you with this combination of knowledge and specialized skills. Taught jointly by Ecole Polytechnique and HEC, this program will give you the unique opportunity to study in two of the world’s leading institutions in both the engineering and business fields.

The program combines a scientific and a business approach to contemporary Data Science issues and challenges. The first year is spent at Ecole Polytechnique, with a strong focus on scientific and mathematic topics. The second year is spent at HEC Business School, where students are provided with the knowledge and skills in the business field. During these two years, students benefit from world class faculty and work with leading data scientists in specialized research units and a competitive environment.

To enter this program, prospective students must have a Bachelor degree in Science, Engineering, Business or Economics. A strong background in Mathematics (check the full requirement list here) is mandatory as they will deal with data pool and will learn mathematical techniques for extraction and data visualization.

Students will have the opportunity to broaden their knowledge in the Data Science field and to gain valuable and various skills such as:

- in-depth understanding of databases and data analytics

- methods for processing vast amounts of information and data

- state-of-the-art computer and mathematical skills and techniques

- methodology to find practical applications of these data in the real industrial, business and research world.

The MSc Data Science for Business aims at equipping students with a dual competence, in both the scientific and business fields. This unique and double hatted skills set is tailored to the specific needs of the 21st century companies."
France,Ecole Polytechnique   ,MSc Data Science ,Humanities Courses II,General culture program.,"In today’s transforming and competitive world, companies strive to stay ahead of the market and make the best informed business decisions. Investing in the innovative technology has become a necessity.

Collecting and analyzing data in real-time help companies determine new market trends. By investing and implementing big data systems, they get new insights to build a more responsive and effective business, reach a higher level of performance and unlock new market opportunities while monitoring their risks.Exploiting this vast and real-time data requires:

- an advanced understanding of the fields where this data can be applied to, in order to leverage these data and turn them into a market.

- a strong business mindset and strategic expertise to uncover and develop the new opportunities offered in the Big Data field.

- IT skills to take thoughtful decisions on IT architecture and systems.



The MSc Data Science for Business will equip you with this combination of knowledge and specialized skills. Taught jointly by Ecole Polytechnique and HEC, this program will give you the unique opportunity to study in two of the world’s leading institutions in both the engineering and business fields.

The program combines a scientific and a business approach to contemporary Data Science issues and challenges. The first year is spent at Ecole Polytechnique, with a strong focus on scientific and mathematic topics. The second year is spent at HEC Business School, where students are provided with the knowledge and skills in the business field. During these two years, students benefit from world class faculty and work with leading data scientists in specialized research units and a competitive environment.

To enter this program, prospective students must have a Bachelor degree in Science, Engineering, Business or Economics. A strong background in Mathematics (check the full requirement list here) is mandatory as they will deal with data pool and will learn mathematical techniques for extraction and data visualization.

Students will have the opportunity to broaden their knowledge in the Data Science field and to gain valuable and various skills such as:

- in-depth understanding of databases and data analytics

- methods for processing vast amounts of information and data

- state-of-the-art computer and mathematical skills and techniques

- methodology to find practical applications of these data in the real industrial, business and research world.

The MSc Data Science for Business aims at equipping students with a dual competence, in both the scientific and business fields. This unique and double hatted skills set is tailored to the specific needs of the 21st century companies."
France,Ecole Polytechnique   ,MSc Data Science ,LV,Language course,"In today’s transforming and competitive world, companies strive to stay ahead of the market and make the best informed business decisions. Investing in the innovative technology has become a necessity.

Collecting and analyzing data in real-time help companies determine new market trends. By investing and implementing big data systems, they get new insights to build a more responsive and effective business, reach a higher level of performance and unlock new market opportunities while monitoring their risks.Exploiting this vast and real-time data requires:

- an advanced understanding of the fields where this data can be applied to, in order to leverage these data and turn them into a market.

- a strong business mindset and strategic expertise to uncover and develop the new opportunities offered in the Big Data field.

- IT skills to take thoughtful decisions on IT architecture and systems.



The MSc Data Science for Business will equip you with this combination of knowledge and specialized skills. Taught jointly by Ecole Polytechnique and HEC, this program will give you the unique opportunity to study in two of the world’s leading institutions in both the engineering and business fields.

The program combines a scientific and a business approach to contemporary Data Science issues and challenges. The first year is spent at Ecole Polytechnique, with a strong focus on scientific and mathematic topics. The second year is spent at HEC Business School, where students are provided with the knowledge and skills in the business field. During these two years, students benefit from world class faculty and work with leading data scientists in specialized research units and a competitive environment.

To enter this program, prospective students must have a Bachelor degree in Science, Engineering, Business or Economics. A strong background in Mathematics (check the full requirement list here) is mandatory as they will deal with data pool and will learn mathematical techniques for extraction and data visualization.

Students will have the opportunity to broaden their knowledge in the Data Science field and to gain valuable and various skills such as:

- in-depth understanding of databases and data analytics

- methods for processing vast amounts of information and data

- state-of-the-art computer and mathematical skills and techniques

- methodology to find practical applications of these data in the real industrial, business and research world.

The MSc Data Science for Business aims at equipping students with a dual competence, in both the scientific and business fields. This unique and double hatted skills set is tailored to the specific needs of the 21st century companies."
France,Ecole Polytechnique   ,MSc Data Science ,Mathematical Foundations of Data Science,"Algebra, eigenanalysis, single value decomposition, gramm-schmitt, projections","In today’s transforming and competitive world, companies strive to stay ahead of the market and make the best informed business decisions. Investing in the innovative technology has become a necessity.

Collecting and analyzing data in real-time help companies determine new market trends. By investing and implementing big data systems, they get new insights to build a more responsive and effective business, reach a higher level of performance and unlock new market opportunities while monitoring their risks.Exploiting this vast and real-time data requires:

- an advanced understanding of the fields where this data can be applied to, in order to leverage these data and turn them into a market.

- a strong business mindset and strategic expertise to uncover and develop the new opportunities offered in the Big Data field.

- IT skills to take thoughtful decisions on IT architecture and systems.



The MSc Data Science for Business will equip you with this combination of knowledge and specialized skills. Taught jointly by Ecole Polytechnique and HEC, this program will give you the unique opportunity to study in two of the world’s leading institutions in both the engineering and business fields.

The program combines a scientific and a business approach to contemporary Data Science issues and challenges. The first year is spent at Ecole Polytechnique, with a strong focus on scientific and mathematic topics. The second year is spent at HEC Business School, where students are provided with the knowledge and skills in the business field. During these two years, students benefit from world class faculty and work with leading data scientists in specialized research units and a competitive environment.

To enter this program, prospective students must have a Bachelor degree in Science, Engineering, Business or Economics. A strong background in Mathematics (check the full requirement list here) is mandatory as they will deal with data pool and will learn mathematical techniques for extraction and data visualization.

Students will have the opportunity to broaden their knowledge in the Data Science field and to gain valuable and various skills such as:

- in-depth understanding of databases and data analytics

- methods for processing vast amounts of information and data

- state-of-the-art computer and mathematical skills and techniques

- methodology to find practical applications of these data in the real industrial, business and research world.

The MSc Data Science for Business aims at equipping students with a dual competence, in both the scientific and business fields. This unique and double hatted skills set is tailored to the specific needs of the 21st century companies."
Netherlands,Universiteit van Amsterdam,MSc Business Data Science,N/A,N/A,"University of Amsterdam, Erasmus University Rotterdam, and Vrije Universiteit Amsterdam offer a joint two-year research master programme as part of a 5-year PhD track.

Are you interested in data science and business? Do you have an analytical mindset and intellectual curiosity?

Enrol in our programme and get the best training from dedicated faculty from the business departments of three leading Dutch universities: University of Amsterdam, Erasmus University Rotterdam, and Vrije Universiteit Amsterdam. You'll you benefit from lectures by internationally renowned experts in a small-scale setting with fellow students from all over the world.

Why study this programme?
This joint research master's programme is a two-year research master in business data science fully dedicated to preparing students for their next step in their academic career.

Unique blend of data science and business
Jump start your research career
Small-scale setting
Successful graduates will continue in fully paid PhD positions
At present, accreditation for the research master in Business Data Science is pending. Until accreditation occurs, all courses will be hosted by Tinbergen Institute in a separate track. Students will enroll in the Tinbergen Institute research master program.

The specialization in Business Data Science is a two-year track consisting of 120 EC. It is tailored for recent Bachelor’s degree graduates, or those currently still enrolled in an undergraduate degree program, who are looking to pursue a solid course of training leading to a doctoral degree.


 
Year 1: Acquiring skills
In year 1, the primary objective is to build a solid data science foundation and expose students to a variety of methodological approaches. These skills are applied to various business disciplines in the field courses.

Year 2: Building knowledge
In year 2, students focus on a given business sub-discipline, selecting from among: 1) finance, 2) entrepreneurship and innovation, 3) marketing science, 4) human resources and organization, 5) logistics and supply chain. The courses assigned for each of these sub-disciplines have been carefully selected by a team of experts with the aim of ensuring the perfect learning trajectory that will lead to substantive contributions in the fields of each particular sub-discipline.

Aligning skills and knowledge
The curriculum starts with an overview of the business problems that data science can address (in block 0), which also exposes students to fundamental components of the five business fields. This early exposure helps students to absorb and process materials presented later in courses on methodology, with respect to the various business perspectives. Students become further acquainted with the five business fields during seminars held throughout the first year, as well as during the research hackathon. This event makes students think about how to approach the problems that arise in the various disciplines, and puts their knowledge to the test.

First year students will address problems in all five business fields; second year students will focus on addressing the problems linked to their field of specialization. The research clinic and the Research Master thesis represent students’ final moments of integrating business and data science, and will showcase their ability to identify relevant problems and address them using cutting-edge techniques to make a substantive contribution to the field."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Computer Vision,"Computer vision focuses on techniques and models for acquiring and analyzing images in order to understand objects and scenes in the real world. Computer vision is important for the construction of intelligent methods and techniques for (autonomous) systems that interpret sensory information and use that information to generate intelligent and goal-directed behavior.

Computer vision methods include image segmentation, object recognition and profiling, motion estimation, event detection, 3D scene reconstruction, human-behaviour analysis, faces and gesture recognition. The methods are studied using elements of geometry, physics and statistics.","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Evolutionary Computing,"Evolutionary Computing has three objectives:

1) To learn about computational methods based on Darwinian principles of evolution.
2) To illustrate the usage of such methods as problem solvers and as simulation tools.
3) Togain hands-on experience in performing computational experiments with evolutionary algorithms.

The course is treating various algorithms based on the Darwinian evolution theory. Driven by natural selection (survival of the fittest), an evolution process is being emulated and solutions for a given problem are being ""bred"". During this course all ""dialects"" within evolutionary computing are treated (genetic algorithms, evolution strategies, evolutionary programming, genetic programming). Applications in optimisation, constraint handling, machine learning, and robotics are discussed. Specific subjects handled include: various genetic structures (representations), selection
techniques, sexual and asexual variation operators, (self-)adaptivity. Special attention is paid to methodological aspects, such as algorithm design and tuning. If time permits, subjects in Artificial Life will be handled. Hands-on-experience is gained by a compulsory programming assignment.","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Information Retrieval,"The way we access, provide, and exchange information has changed dramatically with the rise of the Internet. Information retrieval studies and invents methods and techniques for the design, implementation, and use of information processing technology in the context of a variety of Internet applications, ranging from search engines to text analysis.

Information Retrieval has developed from a number of research areas, including Computer Science, Library Science, Artificial Intelligence, Data Mining, and Natural Language Processing. While Information Retrieval builds on techniques from a variety of research areas, there are a number of research problems that are specific to the Web applications, such as the design of Internet search engines, efficient linking of related information across the Web, improving information extraction from social networking sites, and the access of foreign language information. In addition, the sheer scale of the Internet opens up tremendous opportunities for data mining approaches, while at the same time posing interesting research challenges with respect to robustness and scalability.

Within the Information Retrieval profile you will be familiarized with several data mining, natural language processing, and link-based techniques that are not only relevant to this profile but also to many other Artificial Intelligence applications. It covers the well-established techniques within the area but is also looks forward, discussing the science behind cutting-edge technologies and anticipating Web technologies that yet have to be fully realized. 

 ","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Knowledge Representation,"When humans reason about the world, we identify objects, we make categories of such objects, and we reason about the relations between the things in the world around us. How can we represent such knowledge in a computer, in such a way that a  computer could reason about the world around it in a similar way?

The field of Knowledge Representation and Reasoning aims to represent knowledge in such a form that a computer system can use it to solve complex tasks such as diagnosing a medical condition or having an intelligent dialog in a natural language. Knowledge representat­­ion and reasoning uses logic as its main mathematical tool, and tries to answer such questions as: how can we design logics that can efficiently reason with very large amounts of knowledge? Which logics are suited for reasoning about space and time? How can we deal with uncertainty and vagueness? How to reason about changes in the world around us?

Knowledge Representation techniques are used in many practical applications. Examples are expert systems for medical diagnosis, decision support systems for judges, and intelligent dialogue systems such as Siri on the iPhone.­","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Machine Learning,"In Machine Learning we develop algorithms that can improve their performance by learning from experience. Experience often comes in the form of very large amounts of data, or ""Big Data"". The resulting algorithms and models are used for making predictions and for improving decisions. It has become a core technology for a wide variety of applications such as: text and image classification; information retrieval, robot control; discovering causal explanations, social network analysis, customer intelligence; anomaly detection, recommender systems, fraud detection, forecasting and so on.

Due to the increased availability of data from sensors (Internet-of-Things), the range of applications is growing fast. The emphasis in this profile is on algorithms and statistical models that explain why and when algorithms work. We also discuss a number of algorithms in detail, such as clustering, dimensionality reduction, regression and classification, graphical models and deep learning.  The profile has a strong mathematical component, but there is also an emphasis on developing the skills to implement machine learning algorithms through project assignments. As a student in Machine Learning you can do your master's thesis on a fundamental topic. e.g. developing a new general algorithm, but also on a more applied topic, e.g. developing an innovative application. Many students conduct their thesis research as an intern with a company. ","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Multi-Agent Systems,"A key goal of artificial intelligence is to develop agent systems that can make decisions and complete tasks without direct human supervision. Agent systems focuses on completing the perception-action loop: given the results of such perception, how should an agent act in order to reach its goal, maximise its utility, and minimise its costs? Autonomous robots are a prototypical example of such systems, though an agent system can also be computer that plays board games like chess and go, or a search engine that meets information needs and offers recommendations.

An interesting setting is that of multiple agents that collaborate and communicate to behave intelligently. This involves understanding each others goals and perceptions, and planning actions collaboratively. ","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Natural Language Processing,"Over the past few years, research towards natural language processing has shown strong evidence as to the effectiveness of models that involve both hierarchical structure as well as statistical learning from corpora. In this profile you will study the state-of-the-art statistical models for complex language processing tasks such as parsing, language modeling and machine translation.

A characteristic of some of these models is that they involve defining probability measures over hierarchical structure, e.g., trees and graphs. The profile covers supervised as well as unsupervised methods for learning these models directly from large training corpora and provides the necessary background for research in Computational Linguistics and Natural Language Processing.","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Artificial Intelligence and Data Science,"At the core of Data Science are methods for analysis of large volumes of data. Recently much more data has become available in electronic form, methods for analysis and modelling these data for prediction, classification and optimisation have become much more effective. Recent technical innovations, such as Deep Learning, provide increasingly powerful tools that make it possible to find complex patterns in very large datasets.

Much of the Master's AI is about Data Science. The obligatory courses on Machine Learning address key technology and theory for modelling large amounts of data. The courses on Machine Learning, Natural Language Processing, Information Retrieval and Computational Intelligence all have a strong focus on data-driven methods. For the “AI courses” in the curriculum students can choose advanced courses on these topics: Machine Learning 2, Computer Vision 2, Natural Language Processing 2, Information Retrieval 2, Deep Learning, Data Mining Techniques, Information Visualisation and Probabilistic Robotics. All these courses are about modelling data. These can be complemented by courses outside AI, for example on distributed computer systems, privacy and ethical questions, or on statistics.","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Netherlands,Universiteit van Amsterdam,MSc Artificial Intelligence,Artificial Intelligence and the Web,"Many applications of AI involve the use of the World-wide Web. The WWW makes information from around the world available. The ability to find information in this enormous resource and to combine different pieces of information to answer complex questions is a challenge for AI. Data available from the web make it possible to find the context of a query and thereby produce a better ranking. The solution will be in combining information search and retrieval with reasoning methods.

The Master's programme AI makes it easy to take this as a focus. AI courses for this specialisation are Information Retrieval 2, Knowledge Representation on the Web and Knowledge Engineering. These courses extend and deepen the knowledge from the first year courses Information Retrieval 1 and Knowledge Representation. The courses Natural Language Processing 2 and Applied Language Technology further extend this knowledge to natural language interactions and to machine translation, enabling queries to be answered from information in multiple languages. ","The Master's programme in Amsterdam has a technical approach towards AI research. It is a joint programme of the University of Amsterdam and Vrije Universiteit Amsterdam. This collaboration guarantees a wide range of topics, all taught by world renowned researchers who are experts in their field. Modern AI often involves self-learning systems that are trained on massive amounts of data ('Big Data'), and/or interacting intelligent agents that perform distributed reasoning and computation. AI connects sensors with algorithms and human-computer interfaces, and extends itself into large networks of devices.  AI has found numerous applications in industry, government and society, and is one of the driving forces of today's economy.Artificial Intelligence (AI) is a field that develops intelligent algorithms and machines. Examples include: self-driving cars, smart cameras, surveillance systems, robotic manufacturing, machine translations, internet searches, and product recommendations."
Sweden,Kungliga Tekniska Högskolan,MSc Machine Learning,DD2424 Deep Learning in Data Science,"After the course, you should be able to:

explain the basic the ideas behind learning, representation and recognition of raw data
account for the theoretical background for the methods for deep learning that are most common in practical contexts
identify the practical applications in different fields of data science where methods for deep learning can be efficient (with special focus on computer vision and language technology)
in order to:

be able to solve problems connected to data representation and recognition
be able to implement, analyse and evaluate simple systems for deep learning for automatic analysis of image and text data
receive a broad knowledge enabling you to learn more about the area and read literature in the area
Course main content
Learning of representations from raw data: images and text
Principles of supervised learning
Elements for different methods for deep learning: convolutional networks and recurrent networks
Theoretical knowledge of and practical experience of training networks for deep learning including optimisation using stochastic gradient descent
New progress in methods for deep learning
Analysis of models and representations
Transferred learning with representations for deep learning
Application examples of deep learning for learning of representations and recognition","The scientific discipline of Machine Learning focuses on developing algorithms to find patterns or make predictions from empirical data. The discipline is increasingly used by many professions and industries in for example manufacturing, retail, medicine, finance, robotics, telecommunications and social media. The programme at KTH equips you for a career in industry and will also prepare you for further doctoral studies.

In this programme you will learn the mathematical and statistical foundations and methods for machine learning with the goal of modelling and discovering patterns from observations. You will also gain practical experience of how to match, apply and implement relevant machine learning techniques to solve real world problems in a large range of application domains. Upon graduation from the programme you will have gained the confidence and experience to propose tractable solutions to potentially non-standard learning problems which you can implement efficiently and robustly.

The programme starts with compulsory courses in machine learning, artificial intelligence, an advanced course in machine learning and research methodology, which provide an introduction and solid foundation to the field. From the second term, students choose courses from two areas: application domains within machine learning, and theoretical machine learning. These areas correspond to the core competencies of a machine learning expert.

The first area describes how machine learning is used to solve problems in particular application domains such as computer vision, information retrieval, speech and language processing, computational biology and robotics. The second area gives the students the chance to take more basic theoretical courses in applied mathematics, statistics, and machine learning. Of particular interest to many will be the chance to learn about and understand in detail the exciting field of deep learning through several state-of-the-art courses.The programme also has 30 ECTS credits of elective courses which you can choose from a wide range of courses to specialise further in your field of interest, or extend your knowledge to new areas within machine learning.

The final term is dedicated to a degree project which involves participating in advanced research or design projects in an academic or industrial environment, in Sweden or abroad. With this project, student gets to demonstrate their ability to perform independent project work, using the skills obtained from the courses in the programme. In the past students from the programme have completed projects at companies such as Saab, Elekta, Flir, Eriksson, Tobii, Spotify, Thales, Huawei.The demand for engineers and scientists with a knowledge in Machine Learning is growing as the amount of data in the world increases. After graduation you can pursue a career in industry, at a start-up or in a traditional well-established company. Possible titles are software developer, deep learning engineer, computer vision engineer, data analyst, software engineer, quantitative analyst, data scientist, and systems engineer in companies as Dice, Logitech, Google, and McKinsey in, for example, Sweden, Switzerland, Germany, China, India, and the US.

This master's programme is also a suitable basis for work in a research and development department in industry, as well as for a continued research career, and doctoral studies.After graduation
Software developer, deep learning engineer, computer vision engineer, data analyst, software engineer, quantitative analyst, data scientist, and systems engineer."
